,created_at,favorite_count,id_str,is_retweet,retweet_count,source,text
0,Sun Apr 14 01:47:25 +0000 2019,100876,1117242926654947328,False,28196,Twitter for iPhone,"Just out: The USA has the absolute legal right to have apprehended illegal immigrants transferred to Sanctuary Cities. We hereby demand that they be taken care of at the highest level, especially by the State of California, which is well known or its poor management &amp; high taxes!"
1,Sun Apr 14 01:38:33 +0000 2019,0,1117240692844183553,True,7038,Twitter for iPhone,RT @WhiteHouse: No law that kicks 180 million Americans off their plans is acceptable. While Democrats abandon Obamacare for more socialism…
2,Sun Apr 14 00:08:37 +0000 2019,72501,1117218059738079233,False,21754,Twitter for iPhone,"Democrats must change the Immigration Laws FAST. If not, Sanctuary Cities must immediately ACT to take care of the Illegal Immigrants - and this includes Gang Members, Drug Dealers, Human Traffickers, and Criminals of all shapes, sizes and kinds. CHANGE THE LAWS NOW!"
3,Sun Apr 14 00:01:02 +0000 2019,88275,1117216153728897024,False,24314,Twitter for iPhone,"....So interesting to see the Mayor of Oakland and other Sanctuary Cities NOT WANT our currently “detained immigrants” after release due to the ridiculous court ordered 20 day rule. If they don’t want to serve our Nation by taking care of them, why should other cities &amp; towns?"
4,Sat Apr 13 23:51:55 +0000 2019,58160,1117213859696267264,False,15164,Twitter for iPhone,"I never offered Pardons to Homeland Security Officials, never ordered anyone to close our Southern Border (although I have the absolute right to do so, and may if Mexico does not apprehend the illegals coming to our Border), and am not “frustrated.” It is all Fake &amp; Corrupt News!"
5,Sat Apr 13 23:38:27 +0000 2019,65920,1117210469629071360,False,15957,Twitter for iPhone,"....When I won the Election in 2016, the @nytimes had to beg their fleeing subscribers for forgiveness in that they covered the Election (and me) so badly. They didn’t have a clue, it was pathetic. They even apologized to me. But now they are even worse, really corrupt reporting!"
6,Sat Apr 13 23:30:41 +0000 2019,57860,1117208514202669056,False,15751,Twitter for iPhone,"The New York Times Sanctuary Cities/Immigration story today was knowingly wrong on almost every fact. They never call to check for truth. Their sources often don’t even exist, a fraud. They will lie &amp; cheat anyway possible to make me look bad. In 6 years they will be gone........"
7,Sat Apr 13 22:37:52 +0000 2019,59893,1117195221891203077,False,10603,Twitter for iPhone,Great playing by @TigerWoods (at the) @TheMasters. Tomorrow will be a big and exciting day for golf and for sports. Many fantastic players in the hunt. Ratings Gold - Good luck to all!
8,Sat Apr 13 16:01:11 +0000 2019,0,1117095396692635650,True,69709,Twitter for iPhone,RT @realDonaldTrump: WE WILL NEVER FORGET! https://t.co/VxrGFRFeJM
9,Sat Apr 13 12:21:05 +0000 2019,104747,1117040007016009728,False,27675,Twitter for iPhone,"Why should Radical Left Democrats in Congress have a right to retry and examine the $35,000,000 (two years in the making) No Collusion Mueller Report, when the crime committed was by Crooked Hillary, the DNC and Dirty Cops? Attorney General Barr will make the decision!"
10,Sat Apr 13 12:04:18 +0000 2019,71230,1117035779589648386,False,15119,Twitter for iPhone,"....extraordinary growth, economic success and riches under the leadership of Chairman Kim. I look forward to the day, which could be soon, when Nuclear Weapons and Sanctions can be removed, and then watching North Korea become one of the most successful nations of the World!"
11,Sat Apr 13 11:54:45 +0000 2019,80377,1117033379776667648,False,17501,Twitter for iPhone,"I agree with Kim Jong Un of North Korea that our personal relationship remains very good, perhaps the term excellent would be even more accurate, and that a third Summit would be good in that we fully understand where we each stand. North Korea has tremendous potential for......."
12,Sat Apr 13 03:51:00 +0000 2019,105608,1116911640568573952,False,31380,Twitter for iPhone,"In New York State, Democrats blocked a Bill expanding College Tuition for Gold Star families after approving aid for illegal immigrants. No wonder so many people are leaving N.Y. Very Sad!"
13,Sat Apr 13 03:33:05 +0000 2019,101333,1116907128445394944,False,27519,Twitter for iPhone,"Another Fake Story on @NBCNews that I offered Pardons to Homeland Securiy personnel in case they broke the law regarding illegal immigration and sanctuary cities. Of course this is not True. Mainstream Media is corrupt and getting worse, if that is possible, every day!"
14,Sat Apr 13 02:59:36 +0000 2019,56266,1116898703682543616,False,15685,Twitter for iPhone,A Fake Story by Politico. Made up sources. Thank you Mount Vernon! https://t.co/Pf60zBy6Sw
15,Sat Apr 13 02:51:24 +0000 2019,0,1116896641775296513,True,20788,Twitter for iPhone,RT @politicalelle: How is this woman walking the halls of Congress. How. https://t.co/CrtK7j3wpZ
16,Sat Apr 13 02:45:25 +0000 2019,0,1116895132270383104,True,11459,Twitter for iPhone,"RT @dbongino: With the exception of FISA warrants, the use of human intelligence assets, the use of national security letters, &amp; the unprec…"
17,Sat Apr 13 02:42:07 +0000 2019,31776,1116894304063107072,False,8258,Twitter for iPhone,"Finally, great news at the Border! https://t.co/nofzYa2Qs7"
18,Sat Apr 13 02:38:54 +0000 2019,1,1116893495460016128,False,3,Twitter for iPhone,Finally great news at the Border! https://t.co/nofzYa2Qs7
19,Sat Apr 13 02:35:03 +0000 2019,51655,1116892526533857280,False,13588,Twitter for iPhone,"Thank you Jeh, so well stated! https://t.co/4QmP6XrUVA"
20,Sat Apr 13 02:30:47 +0000 2019,112796,1116891452003557376,False,32286,Twitter for iPhone,"If the Radical Left Democrats all of a sudden don’t want the Illegal Migrants in their Sanctuary Cities (no more open arms), why should others be expected to take them into their communities? Go home and come into our Country legally and through a system of Merit!"
21,Fri Apr 12 23:26:32 +0000 2019,50971,1116845082945171457,False,14818,Twitter for iPhone,WSJ's Strassel: Barr 'Right' to Say 'Spying' Occurred on Trump Campaign | Breitbart https://t.co/YuC9IX01GF via @BreitbartNews
22,Fri Apr 12 22:38:45 +0000 2019,0,1116833058840293381,True,12984,Twitter for iPhone,RT @trish_regan: .@CLewandowski_ says he is POSITIVE orders to spy on the #Trump campaign during 2016 came from the HIGHEST levels – perhap…
23,Fri Apr 12 21:35:31 +0000 2019,230870,1116817144006750209,False,83999,Twitter Media Studio,WE WILL NEVER FORGET! https://t.co/VxrGFRFeJM
24,Fri Apr 12 16:38:02 +0000 2019,115450,1116742282286440448,False,25646,Twitter for iPhone,"....The Radical Left always seems to have an Open Borders, Open Arms policy – so this should make them very happy!"
25,Fri Apr 12 16:38:02 +0000 2019,164393,1116742280919044096,False,39637,Twitter for iPhone,"Due to the fact that Democrats are unwilling to change our very dangerous immigration laws, we are indeed, as reported, giving strong considerations to placing Illegal Immigrants in Sanctuary Cities only...."
26,Fri Apr 12 14:19:36 +0000 2019,76792,1116707442061193217,False,18081,Twitter for iPhone,"Even the Democrats now say that our Southern Border is a Crisis and a National Emergency. Hopefully, we will not be getting any more BAD (outrageous) court decisions!"
27,Fri Apr 12 13:46:27 +0000 2019,69595,1116699102438461442,False,17447,Twitter for iPhone,"“Democrats don’t like the results of the Mueller Report, so now they’re trying everything else.”  @RepDougCollins  They should stop wasting time and money and get back to real legislating, especially on the Border!"
28,Fri Apr 12 13:37:30 +0000 2019,106938,1116696849853886465,False,31670,Twitter for iPhone,"President Obama’s top White House lawyer, Gregory B. Craig, was indicted yesterday on very serious charges. This is a really big story, but the Fake News New York Times didn’t even put it on page one, rather page 16. @washingtonpost not much better, “tiny” page one. Corrupt News!"
29,Fri Apr 12 13:06:42 +0000 2019,81824,1116689098385784832,False,19811,Twitter for iPhone,"“I don’t need to know any more. We’re done, absolutely done, he (Mueller) tried the case. There’s NO COLLUSION.” @LindseyGrahamSC  @foxandfriends  No matter what we do or give to the Radical Left, it will never be enough!"
30,Fri Apr 12 00:46:56 +0000 2019,138544,1116502929542922241,False,27610,Twitter for iPhone,JOBLESS CLAIMS AT 50 YEAR LOW!
31,Fri Apr 12 00:44:16 +0000 2019,0,1116502259175530496,True,7959,Twitter for iPhone,RT @chuckwoolery: President Trump continues to tally up wins for our country as Americans just saw the best income gains in over 50 years.…
32,Fri Apr 12 00:32:40 +0000 2019,0,1116499336681197569,True,8467,Twitter for iPhone,RT @DailyCaller: Every CNN Presidential Town Hall Finished Behind MSNBC And Fox News In Ratings https://t.co/muDZgLT4u7
33,Fri Apr 12 00:29:17 +0000 2019,1970,1116498486638317568,False,589,Twitter for iPhone,Great heroes! https://t.co/ltiNOcBBeo
34,Fri Apr 12 00:24:09 +0000 2019,0,1116497195149164544,True,9716,Twitter for iPhone,RT @DailyCaller: Rod Rosenstein Defends Attorney General’s Handling Of Mueller Report https://t.co/qMmzaPYrK4
35,Thu Apr 11 23:57:01 +0000 2019,79144,1116490365954080770,False,21228,Twitter for iPhone,"“And the Radical Dems reeling in disarray as the President continues to Win, Win and Win again! The Left is PRETENDING to be shocked by A.G. William Barr’s testimony before Congress in which he said SPYING did occur on the Trump 2016 Campaign.” @LouDobbs  @FoxNews"
36,Thu Apr 11 23:45:38 +0000 2019,0,1116487502091649030,True,16914,Twitter for iPhone,RT @ArthurSchwartz: Wow. @tedlieu got a well deserved ass kicking. Shame on you Ted.  https://t.co/R6Yb95EzYX
37,Thu Apr 11 23:14:47 +0000 2019,97531,1116479739479449601,False,21654,Twitter for iPhone,"House Democrats want to negotiate a $2 TRILLION spending increase but can’t even pass their own plan. We can’t afford it anyway, and it’s not happening!"
38,Thu Apr 11 21:23:33 +0000 2019,91080,1116451747558502413,False,20645,Twitter Media Studio,Beautiful afternoon in the Oval Office today with a few great American HEROES! https://t.co/HYEI83NVrm
39,Thu Apr 11 15:35:36 +0000 2019,76658,1116364182063132672,False,25119,Twitter Media Studio,"""Biggest scandal of our time - the coup that failed!"" @MariaBartiromo https://t.co/7JuifNK79T"
40,Thu Apr 11 15:20:19 +0000 2019,73263,1116360333436833792,False,22761,Twitter Media Studio,"""SPY GAMES: TIME FOR ANSWERS"" https://t.co/tRw7fb7Tys"
41,Thu Apr 11 11:20:18 +0000 2019,131515,1116299933563478017,False,32474,Twitter for iPhone,Great news! #MAGA https://t.co/haZ1HbVpNu
42,Thu Apr 11 02:52:50 +0000 2019,107271,1116172224459882496,False,26473,Twitter for iPhone,"Too bad that the European Union is being so tough on the United Kingdom and Brexit. The E.U. is likewise a brutal trading partner with the United States, which will change. Sometimes in life you have to let people breathe before it all comes back to bite you!"
43,Thu Apr 11 02:33:10 +0000 2019,118095,1116167275948597249,False,29170,Twitter for iPhone,I think what the Democrats are doing with the Border is TREASONOUS. Their Open Border mindset is putting our Country at risk. Will not let this happen!
44,Thu Apr 11 02:20:39 +0000 2019,0,1116164123635535873,True,8170,Twitter for iPhone,"RT @DHSgov: Today, @CBP Commissioner Kevin McAleenan was sworn-in to lead DHS as the Acting Secretary. The ceremony took place at the new D…"
45,Thu Apr 11 01:55:55 +0000 2019,76297,1116157899724611584,False,12455,Twitter for iPhone,CONGRATULATIONS to @EricTrump and @LaraLeaTrump on the great news. So proud!
46,Wed Apr 10 21:41:06 +0000 2019,155091,1116093773665140736,False,31353,Twitter for iPhone,"THANK YOU Texas, I love you! https://t.co/24D4K9ILFd"
47,Wed Apr 10 21:37:40 +0000 2019,56813,1116092912146759681,False,13056,Twitter for iPhone,"Join me in Crosby, Texas as I deliver remarks and sign Executive Orders on Energy and Infrastructure! https://t.co/oun56uzi53"
48,Wed Apr 10 19:45:55 +0000 2019,161128,1116064789061439488,False,36548,Twitter for iPhone,"So, it has now been determined, by 18 people that truly hate President Trump, that there was No Collusion with Russia. In fact, it was an illegal investigation that should never have been allowed to start. I fought back hard against this Phony &amp; Treasonous Hoax!"
49,Wed Apr 10 19:17:19 +0000 2019,89051,1116057588754337792,False,19828,Twitter for iPhone,Spoke to Bibi @Netanyahu to congratulate him on a great and hard-fought win. The United States is with him and the People of Israel all the way! https://t.co/OfFI6aKSOb
50,Wed Apr 10 14:48:02 +0000 2019,93992,1115989820935819264,False,23607,Twitter for iPhone,Trump flags being waived at the Bibi @Netanyahu VICTORY celebration last night! https://t.co/SX8RVAALYW
51,Wed Apr 10 03:02:43 +0000 2019,0,1115812325867577344,True,13378,Twitter for iPhone,RT @JudicialWatch: Judicial Watch President @TomFitton discussed the Trump coup in his Weekly Update: It was all based on this fraudulent d…
52,Wed Apr 10 02:59:40 +0000 2019,0,1115811556758052864,True,18203,Twitter for iPhone,RT @JudicialWatch: BREAKING: JW announced today that it uncovered 422 pages of FBI documents showing evidence of “cover up” discussions rel…
53,Wed Apr 10 02:22:07 +0000 2019,135520,1115802105057562634,False,30142,Twitter for iPhone,"Everybody is now acknowledging that, right from the time I announced my run for President, I was 100% correct on the Border. Remember the heat I took? Democrats should now get rid of the loopholes. The Border is being fixed. Mexico will not let people through!"
54,Wed Apr 10 02:05:47 +0000 2019,0,1115797998183882752,True,7069,Twitter for iPhone,"RT @IWV: .@POTUS @realDonaldTrump has ""delivered on his promises...He has a background in delivering economically. He's promised to do cert…"
55,Wed Apr 10 02:00:46 +0000 2019,0,1115796732619702272,True,18409,Twitter for iPhone,RT @HeyTammyBruce: Trump Job Approval Jumps to 53% - Seven Points Higher Than Obama https://t.co/cv40yIrU2M
56,Wed Apr 10 01:22:19 +0000 2019,98701,1115787055722790912,False,19928,Twitter for iPhone,The Democrats must end the loopholes on immigration. So easy to solve!
57,Wed Apr 10 01:01:51 +0000 2019,76154,1115781908091277312,False,19333,Twitter for iPhone,"“The underlying issue remains the same without a single American being indicted for Collusion with Russia, &amp; that is a stunning end considering we were led to believe (Fake News) that something much more dramatic would happen. Why did people fall for this?” @TuckerCarlson Molly H"
58,Tue Apr 09 20:43:35 +0000 2019,105558,1115716910556090368,False,32191,Twitter Media Studio,MAKE AMERICA GREAT AGAIN! https://t.co/diXWQHuyGj
59,Tue Apr 09 19:15:26 +0000 2019,124193,1115694726815068161,False,29387,Twitter for iPhone,"THANK YOU, WORKING HARD! https://t.co/3OUESGRw43"
60,Tue Apr 09 18:32:44 +0000 2019,81854,1115683984132931585,False,32598,Twitter for iPhone,Check this out - TRUTH! https://t.co/2HNVeEpKDu
61,Tue Apr 09 17:58:35 +0000 2019,53316,1115675386409517057,False,12104,Twitter for iPhone,"Today, it was my great honor to welcome President @AlsisiOfficial of the Arab Republic of Egypt to the @WhiteHouse! https://t.co/yBox7EhToT"
62,Tue Apr 09 16:09:58 +0000 2019,54003,1115648055603343360,False,18747,Twitter Media Studio,"“She (Congresswoman Omar) keeps on assaulting Jews...” 
Jeff Ballabon, B2 Strategic, CEO https://t.co/WMKN9RQm2n"
63,Tue Apr 09 15:38:27 +0000 2019,41124,1115640122173792258,False,12395,Twitter Media Studio,https://t.co/OIpp7mL2uD
64,Tue Apr 09 15:36:17 +0000 2019,64020,1115639577102962691,False,17607,Twitter for iPhone,"“What’s completely unacceptable is for Congesswoman Omar to target Jews, in this case Stephen Miller.” Jeff Ballabon, B2 Strategic, CEO.  @Varneyco"
65,Tue Apr 09 15:31:21 +0000 2019,55197,1115638337392533504,False,12845,Twitter for iPhone,"On National Former Prisoner of War Recognition Day, we honor the Americans captured and imprisoned by foreign powers while carrying out their duties to defend this great Nation...https://t.co/dEVfRo5uy7"
66,Tue Apr 09 12:44:17 +0000 2019,111796,1115596294016335872,False,26356,Twitter for iPhone,The Mainstream Media has never been more inaccurate or corrupt than it is today. It only seems to get worse. So much Fake News!
67,Tue Apr 09 12:33:09 +0000 2019,60803,1115593488656211968,False,12894,Twitter for iPhone,"....I got along very well with Jerry during the zoning and building process. Then I changed course (slightly), became President, and now I am dealing with Congressman Nadler again. Some things never end, but hopefully it will all go well for everyone. Only time will tell!"
68,Tue Apr 09 12:16:54 +0000 2019,89121,1115589402661724160,False,19697,Twitter for iPhone,"Congressman Jerry Nadler fought me for years on a very large development I built on the West Side of Manhattan. He wanted a Rail Yard built underneath the development or even better, to stop the job. He didn’t get either &amp; the development became VERY successful. Nevertheless,...."
69,Tue Apr 09 11:34:39 +0000 2019,75546,1115578769518018560,False,20058,Twitter for iPhone,"The World Trade Organization finds that the European Union subsidies to Airbus has adversely impacted the United States, which will now put Tariffs on $11 Billion of EU products! The EU has taken advantage of the U.S. on trade for many years. It will soon stop!"
70,Tue Apr 09 04:51:09 +0000 2019,0,1115477223866343424,True,14188,Twitter for iPhone,"RT @GOPChairwoman: Our economy is on fire.
 
Jobs are up, unemployment is at record lows, and wages are still rising.
 
But Democrats would…"
71,Tue Apr 09 04:50:22 +0000 2019,0,1115477028998995968,True,11416,Twitter for iPhone,"RT @WhiteHouse: The newly constructed 30-foot wall in Calexico, CA, replaces a barrier made of surplus corrugated steel landing mats from t…"
72,Tue Apr 09 04:43:57 +0000 2019,66596,1115475412606496768,False,8638,Twitter for iPhone,Congratulations to Virginia - Great game!
73,Tue Apr 09 03:13:29 +0000 2019,0,1115452646591275014,True,9687,Twitter for iPhone,RT @TeamTrump: BIGGER paychecks under President @realDonaldTrump! ?? https://t.co/GAezgi2RI5
74,Tue Apr 09 03:10:33 +0000 2019,68965,1115451908213411845,False,21153,Twitter for iPhone,A 9th Circuit Judge just ruled that Mexico is too dangerous for migrants. So unfair to the U.S. OUT OF CONTROL! https://t.co/XF8o3jMDle
75,Mon Apr 08 23:57:29 +0000 2019,63003,1115403322129883136,False,10551,Twitter for iPhone,Congratulations to the Baylor Lady Bears on their amazing win last night against Notre Dame to become the 2019 NCAA Women’s Basketball National Champions! https://t.co/cogqxFgnRn
76,Mon Apr 08 16:48:48 +0000 2019,135518,1115295440558280704,False,28351,Twitter for iPhone,"The Democrats will never be satisfied, no matter what they get, how much they get, or how many pages they get. It will never end, but that’s the way life goes!"
77,Mon Apr 08 12:22:03 +0000 2019,92940,1115228307426095105,False,18575,Twitter for iPhone,Uganda must find the kidnappers of the American Tourist and guide before people will feel safe in going there. Bring them to justice openly and quickly!
78,Mon Apr 08 12:09:45 +0000 2019,0,1115225213426442240,True,9794,Twitter for iPhone,"RT @cspan: Rep. @Jim_Jordan on President Trump's tax returns: ""There's no law that says they have to be public.""

Watch full #Newsmakers in…"
79,Mon Apr 08 12:09:19 +0000 2019,0,1115225104122818561,True,22896,Twitter for iPhone,"RT @Jim_Jordan: Dems want President’s tax returns for purely political purposes!

Frightening, but shouldn’t surprise us—same folks used th…"
80,Mon Apr 08 12:06:29 +0000 2019,0,1115224392844312578,True,20343,Twitter for iPhone,"RT @Jim_Jordan: Dem talk:
-Abolish ICE
-Borderless hemisphere
-Walls are immoral
-Illegals should vote
-Raise taxes

@POTUS action:
-Regs r…"
81,Mon Apr 08 11:44:16 +0000 2019,69461,1115218802290122752,False,16576,Twitter for iPhone,“Jerry Nadler is not entitled to this information. He is doing this to get it to the Democrat 2020 nominee.” @KatiePavlich
82,Mon Apr 08 11:39:34 +0000 2019,85354,1115217618846265344,False,21430,Twitter for iPhone,"“The reason the whole process seems so politicized is that Democrats made up this complete lie about Collusion ....and none of it happened.” Charles Hurt. The Russian Hoax never happened, it was a fraud on the American people!"
83,Mon Apr 08 01:03:25 +0000 2019,112667,1115057524770844672,False,25335,Twitter for iPhone,"....Mexico must apprehend all illegals and not let them make the long march up to the United States, or we will have no other choice than to Close the Border and/or institute Tariffs. Our Country is FULL!"
84,Mon Apr 08 00:45:32 +0000 2019,86769,1115053022974029824,False,20657,Twitter for iPhone,"More apprehensions (captures)
at the Southern Border than in many years. Border Patrol amazing! Country is FULL! System has been broken for many years. Democrats in Congress must agree to fix loopholes - No Open Borders (Crimes &amp; Drugs). Will Close Southern Border If necessary..."
85,Sun Apr 07 22:02:04 +0000 2019,90533,1115011885303312386,False,18637,Twitter for iPhone,"....I am pleased to announce that Kevin McAleenan, the current U.S. Customs and Border Protection Commissioner, will become Acting Secretary for @DHSgov. I have confidence that Kevin will do a great job!"
86,Sun Apr 07 22:02:03 +0000 2019,104563,1115011884154064896,False,19518,Twitter for iPhone,"Secretary of Homeland Security Kirstjen Nielsen will be leaving her position, and I would like to thank her for her service...."
87,Sun Apr 07 19:54:53 +0000 2019,0,1114979878707900418,True,14421,Twitter for iPhone,RT @mike_pence: .@RealDonaldTrump is doing his job to SECURE OUR BORDER! @CBP is doing their job. It’s time for Congress to do its job and…
88,Sun Apr 07 19:53:56 +0000 2019,0,1114979643222843395,True,18509,Twitter for iPhone,"RT @mike_pence: The last 2 years, under @RealDonaldTrump, have been 2 years of action – it’s been 2 years of results – &amp; it’s been 2 years…"
89,Sun Apr 07 19:50:54 +0000 2019,118773,1114978879423356934,False,22928,Twitter for iPhone,Pleased to report that the American tourist and tour guide that were abducted in Uganda have been released. God bless them and their families!
90,Sun Apr 07 13:50:02 +0000 2019,135383,1114888062884954114,False,35142,Twitter for iPhone,"Looks like Bob Mueller’s team of 13 Trump Haters &amp; Angry Democrats are illegally leaking information to the press while the Fake News Media make up their own stories with or without sources - sources no longer matter to our corrupt &amp; dishonest Mainstream Media, they are a Joke!"
91,Sat Apr 06 23:36:56 +0000 2019,92611,1114673372275728385,False,22218,Twitter for iPhone,"....In the meantime, the Democrats in Congress must help the Republicans (we need their votes) to end the horrible, costly and foolish loopholes in our Immigration Laws. Once that happens, all will be smooth. We can NEVER allow Open Borders!"
92,Sat Apr 06 23:36:06 +0000 2019,87203,1114673163076395009,False,20248,Twitter for iPhone,"....it’s powerful common sense Immigration Laws to stop illegals from coming through Mexico into the U.S., and removing them back to their country of origin. Until Mexico cleans up this ridiculous &amp; massive migration, we will be focusing on Border Security, not Ports of Entry...."
93,Sat Apr 06 23:33:02 +0000 2019,76007,1114672393773912064,False,18047,Twitter for iPhone,We have redeployed 750 agents at the Southern Border’s specific Ports of Entry in order to help with the large scale surge of illegal migrants trying to make their way into the United States. This will cause traffic &amp; commercial delays until such time as Mexico is able to use....
94,Sat Apr 06 20:48:40 +0000 2019,73128,1114631027551375360,False,21459,Twitter for iPhone,"“Give Up, Trump-Haters”
https://t.co/4wg4BUk9gP https://t.co/0Bt2jyorMn"
95,Sat Apr 06 20:19:23 +0000 2019,161227,1114623656338944001,False,39464,Twitter for iPhone,Why should I be defending a fraudulent Russian Witch Hunt. It’s about time the perpetrators of this fraud on me and the American People start defending their dishonest and treasonous acts. How and why did this terrible event begin? Never Forget!
96,Sat Apr 06 20:03:52 +0000 2019,48220,1114619754893860864,False,11398,Twitter for iPhone,"To every member of the @RJC, thank you for your incredible support and your outstanding commitment to our Country, to our safety, and to electing MORE REPUBLICANS. Over the next 19 months, I know that the @RJC will help lead our party to another HISTORIC VICTORY! #TrumpAtRJC https://t.co/P1brsp3PxF"
97,Sat Apr 06 15:57:08 +0000 2019,104144,1114557659527532545,False,24196,Twitter for iPhone,".... against something I knew never existed, Collusion with Russia (so ridiculous!) - No Obstruction. This Russia Hoax must never happen to another President, and Law Enforcement must find out, HOW DID IT START?"
98,Sat Apr 06 15:52:54 +0000 2019,89749,1114556595663323136,False,23132,Twitter for iPhone,"So, let’s get this straight! There was No Collusion and in fact the Phony Dossier was a Con Job that was paid for by Crooked Hillary and the DNC. So the 13 Angry Democrats were investigating an event that never happened and that was in fact a made up Fraud. I just fought back...."
99,Sat Apr 06 15:51:03 +0000 2019,46376,1114556129969758210,False,10351,Twitter for iPhone,"Will be speaking today at the Republican Jewish Coalition (@RJC) meeting in Las Vegas, Nevada. See everyone soon! https://t.co/RvNBLMC2nI"
100,Sat Apr 06 15:49:40 +0000 2019,3207,1114555781037215744,False,931,Twitter for iPhone,"So, let’s get this straight! There was No Collusion and in fact the Phony Dossier was a Con Job that was paid for by Crooked Hillary and the DNC. So the 13 Angry Democrats were investigating an event that never happened and that was in fact a made up Fraud. I just fought back...."
101,Sat Apr 06 15:24:23 +0000 2019,0,1114549419234324480,True,14627,Twitter for iPhone,"RT @ABC: NEW: Pres. Trump says he will hold a rally at an undetermined location rather than attend the White House Correspondents' Dinner,…"
102,Sat Apr 06 14:31:09 +0000 2019,74074,1114536022941913088,False,17892,Twitter for iPhone,".....years and $30 million, and they found No Collusion, No Obstruction. But the Democrats, no matter what we give them, will NEVER be satisfied. A total waste of time. As @FrankLuntz has just stated, “Enough, America has had enough. What have you accomplished. Public is fed up.”"
103,Sat Apr 06 14:22:26 +0000 2019,80937,1114533829987844097,False,18335,Twitter for iPhone,"I have not read the Mueller Report yet, even though I have every right to do so. Only know the conclusions, and on the big one, No Collusion. Likewise, recommendations made to our great A.G. who found No Obstruction. 13 Angry Trump hating Dems (later brought to 18) given two....."
104,Sat Apr 06 13:57:36 +0000 2019,94337,1114527581372465152,False,19688,Twitter for iPhone,Thank you to two great people! https://t.co/9VoIV44L9c
105,Sat Apr 06 13:55:40 +0000 2019,0,1114527093390336003,True,16668,Twitter for iPhone,"RT @WhiteHouse: Simply put: Walls work, and walls save lives. https://t.co/OyLatl4oyN"
106,Sat Apr 06 13:51:06 +0000 2019,0,1114525941957443585,True,7944,Twitter for iPhone,RT @marc_lotter: Let me answer that question for you @MSNBC - NO!!! https://t.co/0QYxwKjGJ1
107,Sat Apr 06 13:47:26 +0000 2019,0,1114525021651652608,True,10804,Twitter for iPhone,"RT @WhiteHouse: ""There is indeed an emergency on our southern border. It's been loud and clear."" https://t.co/TJMJ5bhdDO"
108,Sat Apr 06 13:45:12 +0000 2019,0,1114524457123475457,True,5193,Twitter for iPhone,"RT @JesseBWatters: TOMORROW: It’s a star-studded FOX episode of @WattersWorld with @seanhannity , @LouDobbs , and @marklevinshow ! What wil…"
109,Sat Apr 06 13:41:23 +0000 2019,64946,1114523496237883392,False,13978,Twitter for iPhone,“Collusion was a Hoax from day one.” @dbongino  @foxandfriends
110,Sat Apr 06 13:24:51 +0000 2019,61031,1114519338864660483,False,14123,Twitter for iPhone,"“The lowest average jobs number for any President since 1951, 4.1%. Economy doing great. If the Democrats win, it is all over.” @Varneyco  @foxandfriends  I agree!"
111,Sat Apr 06 01:25:17 +0000 2019,91192,1114338251035123715,False,22945,Twitter for iPhone,"THANK YOU @DHSgov, @CBP, and @ICEgov! https://t.co/BzNwKoUJlg"
112,Fri Apr 05 23:10:09 +0000 2019,0,1114304244037718016,True,16687,Twitter for iPhone,RT @WhiteHouse: Thank you to all of the brave men and women of CBP who protect our country each and every day. https://t.co/jpW7B5NK6p
113,Fri Apr 05 23:09:51 +0000 2019,0,1114304169576284160,True,15949,Twitter for iPhone,"RT @VP: The struggle in Venezuela is between dictatorship and democracy, and freedom has the momentum. Nicolas Maduro is a dictator with no…"
114,Fri Apr 05 23:08:20 +0000 2019,0,1114303789937258497,True,15332,Twitter for iPhone,"RT @Scavino45: ??Happening Now: 
President @realDonaldTrump at the Southern Border with the great men and women who protect our country 24/7…"
115,Fri Apr 05 23:06:42 +0000 2019,43457,1114303378064936960,False,9196,Twitter for iPhone,"Congratulations David, a very big deal! https://t.co/ymtI2ueAgA"
116,Fri Apr 05 23:05:14 +0000 2019,0,1114303009729601536,True,7636,Twitter for iPhone,"RT @WhiteHouse: Americans will write our own economic destiny. Never believe the pessimists: Pro-growth, pro-worker policies work.

America…"
117,Fri Apr 05 22:16:20 +0000 2019,101022,1114290701334802433,False,17851,Twitter for iPhone,Just checked out the new Wall on the Border - GREAT! Leaving now for L.A.
118,Fri Apr 05 20:33:09 +0000 2019,49038,1114264734134456321,False,12184,Twitter for iPhone,Join me in California for a Roundtable on Immigration and Border Security! https://t.co/hLV86lWTtA
119,Fri Apr 05 19:10:20 +0000 2019,88407,1114243892293976064,False,21056,Twitter for iPhone,"Just arrived in Calexico, California! https://t.co/lTChNxsHj6"
120,Fri Apr 05 17:48:18 +0000 2019,84958,1114223249917788160,False,17743,Twitter for iPhone,"Will soon be landing in Calexico, California to look at a portion of the new WALL being built on our Southern Border. Within two years we will have close to 400 miles built or under construction &amp; keeping our Country SAFE – not easy when the Dems are always fighting to stop you!"
121,Fri Apr 05 17:41:29 +0000 2019,120538,1114221533461790721,False,29746,Twitter for iPhone,"The press is doing everything within their power to fight the magnificence of the phrase, MAKE AMERICA GREAT AGAIN! They can’t stand the fact that this Administration has done more than virtually any other Administration in its first 2yrs. They are truly the ENEMY OF THE PEOPLE!"
122,Fri Apr 05 16:58:29 +0000 2019,48581,1114210712522350592,False,11845,Twitter for iPhone,"“America Created 196,000 Jobs in March, Beating Expectations for 170,000” https://t.co/TQ2LecXgfi"
